,gene_ids,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,mean,std
DHX9,ENSG00000135829,179,False,179,0.088518515,93.37037037037037,239.0,True,0.30982646603484565,3.5410061953668786,1.7170261,1.4121646317141448e-10,0.42992773187284
NCF2,ENSG00000116701,468,False,468,0.31148148,82.66666666666667,841.0,True,0.7787024475814354,3.0760071433763505,1.0564553,1.4951293038273508e-10,0.7109869230301532
COLGALT2,ENSG00000198756,6,False,6,0.0025925925,99.77777777777777,7.0,True,0.015285063511831754,2.1277302588117912,0.747703,8.375556705098732e-11,0.0958166055555519
RGS18,ENSG00000150681,89,False,89,0.046296295,96.70370370370371,125.0,True,0.2067334909414045,2.9235893854146386,2.3191047,1.0856015606302489e-11,0.34026428117134033
ZBTB41,ENSG00000177888,12,False,12,0.0044444446,99.55555555555556,12.0,True,0.024673705415794108,2.02668186892432,0.5481858,1.0581581268693977e-11,0.12235784777276236
CSRP1,ENSG00000159176,188,False,188,0.09,93.03703703703704,243.0,True,0.312898391135201,4.2281170372308186,2.5976112,-2.0546995391440808e-10,0.4128926081761942
IPO9-AS1,ENSG00000231871,6,False,6,0.0022222223,99.77777777777777,6.0,True,0.012664150834448952,2.1516459498798497,0.7949239,4.6022224696840275e-11,0.08649739972221765
PTPN7,ENSG00000143851,252,False,252,0.12777779,90.66666666666666,345.0,True,0.47988134026938534,3.9343805156273493,2.2211654,2.9655457265997044e-11,0.5349081508445738
RABIF,ENSG00000183155,156,False,156,0.06703704,94.22222222222221,181.0,True,0.2438982291772064,2.4009901647630802,1.2872471,3.530411579285362e-11,0.3923703239257733
SOX13,ENSG00000143842,3,False,3,0.0033333334,99.8888888888889,9.0,True,0.013531557516738893,3.07054736523096,2.6092691,-1.3459694146025443e-11,0.0798124119377433
IL24,ENSG00000162892,13,False,13,0.007777778,99.51851851851852,21.0,True,0.036333421562028456,3.265329041802336,2.99386,3.386161168662999e-11,0.13296542938230455
CR1,ENSG00000203710,45,False,45,0.028148148,98.33333333333333,76.0,True,0.1152137137014263,3.9397641046959615,4.3255134,3.601019810871069e-11,0.23492539762802586
RP1-28O10.1,ENSG00000227591,7,False,7,0.013333334,99.74074074074075,36.0,True,0.050637853658709604,4.541536505658392,5.513696,-6.871822023046873e-11,0.11919578780207674
G0S2,ENSG00000123689,185,False,185,0.15,93.14814814814815,405.0,True,0.5002018152433235,3.152718390755418,1.2194055,-1.4279411584590763e-10,0.5448542506271541
TRAF3IP3,ENSG00000009790,1296,False,1296,0.80222225,52.0,2166.0,True,1.5049504756537067,2.8674788980238124,0.6238149,1.680255261016127e-10,1.02597681634042
LPGAT1,ENSG00000123684,77,False,77,0.03185185,97.14814814814815,86.0,True,0.13149132283722012,2.0770838078009284,0.64770305,-1.4121646317141448e-12,0.2874072249389687
DUSP10,ENSG00000143507,60,False,60,0.03,97.77777777777777,81.0,True,0.12335485954759424,3.076632843261285,2.6212847,2.202976825474066e-10,0.26185691589137355
RP11-378J18.3,ENSG00000225265,5,False,5,0.009259259,99.81481481481481,25.0,True,0.043678837134687655,4.443041962013607,5.319221,7.505468843512553e-11,0.11163898595030518
DISP1,ENSG00000154309,10,False,10,0.004074074,99.62962962962963,11.0,True,0.01957612224507667,2.085634539699382,0.6645862,-5.119096789963775e-11,0.10798496517702648
TP53BP2,ENSG00000143514,34,False,34,0.014444444,98.74074074074073,39.0,True,0.06523397404282152,2.016891388640632,0.5288548,-6.213524379542238e-11,0.20098761851039
CNIH4,ENSG00000143771,218,False,218,0.11037037,91.92592592592592,298.0,True,0.3582662155086086,3.4325296750213212,1.5780051,-1.9346655454483783e-10,0.46814857516305464
LBR,ENSG00000143815,260,False,260,0.11777778,90.37037037037037,318.0,True,0.4252513056588636,3.5965152787796844,1.7881652,-2.711356092891158e-10,0.515599883350168
SRP9,ENSG00000143742,890,False,890,0.45407408,67.03703703703704,1226.0,True,1.0912244201422432,3.5530622045402764,1.741821,-4.045851669861025e-10,0.869929455695978
ACBD3,ENSG00000182827,58,False,58,0.03259259,97.85185185185186,88.0,True,0.12914677445314937,3.5061719986896995,3.4693978,2.2594634107426317e-11,0.2602121589372792
PARP1,ENSG00000143799,311,False,311,0.15296297,88.48148148148148,413.0,True,0.5489113505447545,4.022686388277883,2.3343363,9.037853642970527e-11,0.5808678852918899
SNAP47,ENSG00000143740,103,False,103,0.052592594,96.18518518518519,142.0,True,0.2180003254836556,4.149235930595632,4.7391095,1.6945975580569738e-11,0.33657264447070817
C1orf35,ENSG00000143793,178,False,178,0.086666666,93.4074074074074,234.0,True,0.3095357722702835,3.7286520805509733,1.9575087,-3.0220323118682697e-10,0.42472405508303995
OBSCN,ENSG00000154358,21,False,21,0.01037037,99.22222222222223,28.0,True,0.04512401636938836,2.596738428512429,1.6737466,7.429309867158634e-11,0.15973861478557902
RNF187,ENSG00000168159,384,False,384,0.18074074,85.77777777777777,488.0,True,0.5715521344124731,3.1876494376212205,1.2145386,3.332708530845382e-10,0.6096922625870289
URB2,ENSG00000135763,13,False,13,0.006296296,99.51851851851852,17.0,True,0.02855208136369471,2.5876622886467553,1.655826,-2.6742867713086618e-11,0.12627476482854258
C1orf198,ENSG00000119280,8,False,8,0.004074074,99.70370370370371,11.0,True,0.017741351114467854,2.124104777576855,0.7405446,9.969275510411673e-12,0.10287672853012822
GNPAT,ENSG00000116906,167,False,167,0.07925926,93.81481481481482,214.0,True,0.2848178043024165,3.109302476072961,1.1637647,1.4121646317141448e-12,0.41835309505605733
SPRTN,ENSG00000010072,98,False,98,0.04888889,96.37037037037037,132.0,True,0.17946459592602132,2.8618964370789333,2.1972935,1.9840913075583734e-10,0.3277632995899929
RP5-827C21.4,ENSG00000231663,69,False,69,0.03,97.44444444444444,81.0,True,0.13700861049498778,2.7857484777830512,2.0469415,2.9655457265997044e-11,0.2840206233764383
COA6,ENSG00000168275,234,False,234,0.10481481,91.33333333333333,283.0,True,0.36055991756560546,2.5986551900833716,0.50933105,-9.320286569313356e-11,0.48259203394476063
RP4-781K5.2,ENSG00000228830,4,False,4,0.0014814815,99.85185185185185,4.0,True,0.01464204536493996,2.530969659700194,1.543888,-5.4144573922526016e-11,0.08917008977735161
FH,ENSG00000091483,150,False,150,0.08074074,94.44444444444444,218.0,True,0.2575448563462226,3.0276996526834643,2.5246675,1.4968945096169934e-10,0.3901241899704842
SDCCAG8,ENSG00000054282,157,False,157,0.07925926,94.18518518518518,214.0,True,0.2645483256432073,2.7344950990015793,1.9457432,2.2594634107426317e-11,0.40547001517470965
ACP1,ENSG00000143727,634,False,634,0.32,76.51851851851852,864.0,True,0.8618724360182451,3.2355788438283337,1.2469813,-1.1862182906398817e-10,0.7661473482006007
TMEM18,ENSG00000151353,181,False,181,0.09111111,93.2962962962963,246.0,True,0.3042837525575938,2.7941432308662777,0.759864,-7.343256084913553e-11,0.4380633772770875
TSSC1,ENSG00000032389,154,False,154,0.07851852,94.2962962962963,212.0,True,0.26461934281509397,3.0253649906857873,2.5200577,7.237343737534992e-11,0.3970281268675927
TRAPPC12-AS1,ENSG00000225234,12,False,12,0.0044444446,99.55555555555556,12.0,True,0.0256708065989211,2.0923803438818185,0.6779056,1.2584460640609106e-11,0.12418884981351966
ID2,ENSG00000115738,1040,False,1040,0.84,61.48148148148148,2268.0,True,1.4899516634042569,2.870263978125261,0.62900984,4.5471701141195463e-10,1.0607480140904524
KLF11,ENSG00000172059,63,False,63,0.03185185,97.66666666666667,86.0,True,0.1107649040358933,2.9055515493918675,2.2834895,1.8387410909850418e-10,0.25044044878713584
ODC1,ENSG00000115758,275,False,275,0.15407407,89.81481481481481,416.0,True,0.5127209343433734,3.4734928150943034,1.6305025,4.999062796268073e-10,0.5578312288115805
LPIN1,ENSG00000134324,160,False,160,0.07777778,94.07407407407408,210.0,True,0.3077497236264476,3.665365710658716,1.8764024,-2.8243292634282896e-11,0.42352640493645627
DDX1,ENSG00000079785,167,False,167,0.07777778,93.81481481481482,210.0,True,0.29811589561937435,3.5369926529028466,1.7118825,-2.202976825474066e-10,0.4213200108758166
RDH14,ENSG00000240857,222,False,222,0.10925926,91.77777777777779,295.0,True,0.3760886923829845,3.318407179243726,1.4317484,4.2364938951424346e-11,0.4785379081936829
ITSN2,ENSG00000198399,264,False,264,0.12518519,90.22222222222223,338.0,True,0.45496092286114453,3.3892123716789397,1.5224906,-4.0105475540681716e-10,0.5302494902584651
DNAJC27,ENSG00000115137,5,False,5,0.0018518518,99.81481481481481,5.0,True,0.01328415021223806,2.251886961842852,0.99284697,-4.802256141393145e-11,0.08814381715423136
DNMT3A,ENSG00000119772,60,False,60,0.027407408,97.77777777777777,74.0,True,0.11351443006241073,2.6715668956903076,1.8214933,2.9921272434710815e-11,0.2552594491666275
ASXL2,ENSG00000143970,72,False,72,0.035185184,97.33333333333334,95.0,True,0.132569115824764,3.0655163364548295,2.5993354,1.3419977015758483e-10,0.27307312131001393
KIF3C,ENSG00000084731,7,False,7,0.015925925,99.74074074074075,43.0,True,0.056684817877758954,4.7618366063030635,5.9486723,-1.2764782273055952e-10,0.1177884498373855
MPV17,ENSG00000115204,169,False,169,0.075555556,93.74074074074075,204.0,True,0.27182713247274354,3.092385996054337,2.6523888,-5.0837926741709217e-11,0.40657712811415136
SNX17,ENSG00000115234,590,False,590,0.28814813,78.14814814814814,778.0,True,0.7900422176979596,2.8600130889896005,0.750612,3.6998713350910594e-10,0.7402224326057677
FOSL2,ENSG00000075426,89,False,89,0.043333333,96.70370370370371,117.0,True,0.14423892801259464,2.2658352413006293,1.0203874,1.2816497286424391e-10,0.2979298940362957
DPY30,ENSG00000162961,408,False,408,0.17888889,84.88888888888889,483.0,True,0.5670818133794846,2.772414472383845,0.6265741,2.6548695076225923e-10,0.6188860908365763
FAM98A,ENSG00000119812,35,False,35,0.03037037,98.70370370370371,82.0,True,0.1261674416116835,4.90383807032031,6.22905,-1.765205789642681e-12,0.20903886088525556
CDC42EP3,ENSG00000163171,335,False,335,0.16444445,87.5925925925926,444.0,True,0.5275571308183262,3.3652676722266075,1.4918036,3.954060968799606e-11,0.5801896440418992
LINC00211,ENSG00000237803,7,False,7,0.0025925925,99.74074074074075,7.0,True,0.014793554484549457,2.008883489051843,0.5130434,-5.765258643664617e-11,0.09452493708872238
PIGF,ENSG00000151665,104,False,104,0.04777778,96.14814814814815,129.0,True,0.18270340494258036,3.3303170089976044,3.122177,-3.2126745371496796e-11,0.32171296725601134
FBXO11,ENSG00000138081,65,False,65,0.024814814,97.5925925925926,67.0,True,0.1131160258264012,2.0129072226580678,0.52098817,3.812844505628191e-11,0.26670818363107246
EML6,ENSG00000214595,8,False,8,0.0033333334,99.70370370370371,9.0,True,0.02350240022013956,2.6380389998805733,1.7552934,7.780006611147801e-11,0.11235790295625687
MTIF2,ENSG00000085760,68,False,68,0.045185186,97.48148148148148,122.0,True,0.22432081474776638,5.374130176844362,7.157629,-2.4028312184701734e-10,0.28216970082961684
CCT4,ENSG00000115484,564,False,564,0.25814813,79.11111111111111,697.0,True,0.7312915597389132,2.728938807011733,0.5650134,1.306252284335584e-11,0.7087203727885879
PELI1,ENSG00000197329,117,False,117,0.05,95.66666666666667,135.0,True,0.19071143283152073,2.079453896631882,0.65238273,2.5418963370854608e-11,0.3472498520038979
LGALSL,ENSG00000119862,6,False,6,0.005925926,99.77777777777777,16.0,True,0.018016236333911567,2.5691678992054516,1.6193093,-1.0679732054482826e-10,0.09884369413542879
CEP68,ENSG00000011523,77,False,77,0.044074073,97.14814814814815,119.0,True,0.1824782705061395,4.27679908822147,4.990979,1.3697996927627205e-10,0.2973740758649079
ACTR2,ENSG00000138071,520,False,520,0.23851852,80.74074074074073,644.0,True,0.6779749458780735,2.769191463538063,0.62201035,-1.3274347538112961e-10,0.6773148509313824
NFU1,ENSG00000169599,218,False,218,0.10296296,91.92592592592592,278.0,True,0.3722323642470889,3.7004708718292587,1.9213923,3.2479786529425333e-10,0.47283956162055474
SNRNP27,ENSG00000124380,158,False,158,0.07,94.14814814814815,189.0,True,0.26001891354327994,2.6588416030073967,1.7963675,2.0052737770340858e-10,0.4039033972423804
MPHOSPH10,ENSG00000124383,218,False,218,0.10629629,91.92592592592592,287.0,True,0.38232415182501256,3.4551973361559414,1.6070554,-1.1579749980055987e-10,0.48499927505438745
CCT7,ENSG00000135624,521,False,521,0.2725926,80.7037037037037,736.0,True,0.7427444669518267,3.3130786024941785,1.3921438,9.46150303248477e-11,0.6998642044276198
STAMBP,ENSG00000124356,112,False,112,0.06407408,95.85185185185185,173.0,True,0.24314285019860143,3.6529509842551753,3.7592087,-4.4906835288509805e-10,0.35782817240512294
BOLA3,ENSG00000163170,155,False,155,0.07296296,94.25925925925927,197.0,True,0.2850969801754914,3.95157564111963,2.2432022,1.2144615832741646e-10,0.40130188360764085
PCGF1,ENSG00000115289,94,False,94,0.04148148,96.51851851851852,112.0,True,0.14731307976495273,2.305467895585185,1.098641,-1.931507481965346e-10,0.3016464502484148
MRPL19,ENSG00000115364,210,False,210,0.09888889,92.22222222222223,267.0,True,0.3438873624130439,3.524373206985201,1.6957096,-1.101488412737033e-10,0.45481227165718
TRABD2A,ENSG00000186854,257,False,257,0.124814816,90.48148148148148,337.0,True,0.403894328880251,3.032874360096972,1.0658162,-8.19055486394204e-11,0.5102050996903124
TGOLN2,ENSG00000152291,432,False,432,0.19777778,84.0,534.0,True,0.6060902130831434,2.8245639667135443,0.70041674,7.908121937599212e-11,0.6412238514561469
MAT2A,ENSG00000168906,171,False,171,0.072222225,93.66666666666667,195.0,True,0.2572994443398184,2.2808075495848223,1.0499499,7.060823158570724e-12,0.4055630850290923
VAMP8,ENSG00000118640,1362,False,1362,0.8933333,49.55555555555555,2412.0,True,1.5486376202167709,3.1130560825371334,1.0818837,-4.317693361465998e-10,1.0107443548385096
VAMP5,ENSG00000168899,603,False,603,0.33851853,77.66666666666666,914.0,True,0.8604701863924471,3.2454787312101323,1.2624116,-5.06967102785378e-10,0.7673261374094273
GNLY,ENSG00000115523,484,False,484,1.574074,82.07407407407408,4250.0,True,2.206992488409697,4.975915352324613,3.9396937,6.337088784817224e-11,1.226303380940568
RMND5A,ENSG00000153561,80,False,80,0.035925925,97.03703703703704,97.0,True,0.137848806772274,3.098707956570988,2.6648715,-1.9064222528140954e-11,0.27939037319983995
MAL,ENSG00000172005,355,False,355,0.19592592,86.85185185185185,529.0,True,0.6064513884822933,3.3057245433223037,1.3817306,-1.318167423415672e-10,0.6311039269217634
ZAP70,ENSG00000115085,383,False,383,0.17333333,85.81481481481481,468.0,True,0.599392159354484,2.8479116289869393,0.7334766,-1.5816243875198423e-10,0.6376644369474532
EIF5B,ENSG00000158417,394,False,394,0.18037038,85.4074074074074,487.0,True,0.5526052035293748,3.065132694242116,1.1071577,-3.6998713350910594e-10,0.6066091000118163
TGFBRAP1,ENSG00000135966,25,False,25,0.014444444,99.07407407407408,39.0,True,0.07287939889408004,3.8563992694356477,4.1609116,1.1793781182050163e-11,0.1806737317925393
TMEM87B,ENSG00000153214,44,False,44,0.03259259,98.37037037037038,88.0,True,0.12337107798533722,4.330415120257644,5.096843,6.495957305885066e-11,0.23154692366370266
IL1B,ENSG00000125538,211,False,211,0.15,92.18518518518518,405.0,True,0.47969569600986905,2.854700877447811,0.8374732,4.228991770536453e-10,0.5481881255025929
RABL2A,ENSG00000144134,39,False,39,0.014814815,98.55555555555556,40.0,True,0.0650218563066592,2.0208477672710816,0.5366666,-1.6893019406880457e-10,0.199692100737569
RP11-141B14.1,ENSG00000270019,5,False,5,0.014444444,99.81481481481481,39.0,True,0.047048631668838874,4.546672966358093,5.5238376,-8.178608695853931e-11,0.11237764750843972
C2orf76,ENSG00000186132,40,False,40,0.023333333,98.51851851851852,63.0,True,0.09931720167160756,3.730261965561917,3.9118571,1.1085492358956037e-10,0.22083471191650164
TMEM177,ENSG00000144120,20,False,20,0.011481482,99.25925925925925,31.0,True,0.054073625254050434,3.1365556065554023,2.7396004,-6.349224574621018e-11,0.16698183739274713
CCDC115,ENSG00000136710,434,False,434,0.2062963,83.92592592592592,557.0,True,0.6543591083242536,3.3245110462400476,1.4083319,1.920543899131237e-10,0.6571243296894463
PLEKHB2,ENSG00000115762,159,False,159,0.066296294,94.11111111111111,179.0,True,0.2353760934197467,2.0807944346378795,0.65502954,-3.164131377934506e-11,0.3869124225830738
ZRANB3,ENSG00000121988,16,False,16,0.013703704,99.4074074074074,37.0,True,0.03824083752470819,2.9803011563777675,2.4310803,4.449249460140188e-11,0.14106745936325563
R3HDM1,ENSG00000048991,74,False,74,0.04222222,97.25925925925925,114.0,True,0.15444182936258594,3.784820841785861,4.0195823,7.731601358634942e-11,0.2845706239773137
UBXN4,ENSG00000144224,530,False,530,0.27925926,80.37037037037037,754.0,True,0.8192853350709528,4.3671388954563755,2.8846724,7.908121937599212e-11,0.7222643273588658
ACVR2A,ENSG00000121989,9,False,9,0.0033333334,99.66666666666667,9.0,True,0.0186791568915212,2.10487617565785,0.7025783,-4.908444302176338e-11,0.10532925972505301
MMADHC,ENSG00000168288,357,False,357,0.17666666,86.77777777777777,477.0,True,0.6055152372890205,4.604116440223824,3.220228,2.8243292634282896e-11,0.5984221904586738
PSMD14,ENSG00000115233,277,False,277,0.1425926,89.74074074074075,385.0,True,0.4595621661608488,3.540595787416943,1.7165002,-4.815481394145234e-10,0.5266928156768108
GCA,ENSG00000115271,350,False,350,0.1874074,87.03703703703704,506.0,True,0.5728738802312967,2.7686795042664487,0.62128544,4.278858834093859e-10,0.6160550458797074
FASTKD1,ENSG00000138399,27,False,27,0.011481482,99.0,31.0,True,0.045654358321917304,2.225963400081057,0.9416616,-1.1426604587134254e-10,0.1642252070116302
PPIG,ENSG00000138398,457,False,457,0.22666667,83.07407407407408,612.0,True,0.6845172894833506,3.4763359375521268,1.623313,6.157037794273671e-10,0.6776867702479962
METTL8,ENSG00000123600,56,False,56,0.026666667,97.92592592592592,72.0,True,0.10812962521876571,2.4774359206572867,1.4381871,-2.2032526388786976e-10,0.2530783917221733
SLC25A12,ENSG00000115840,37,False,37,0.025185185,98.62962962962963,68.0,True,0.10636313112004482,4.358523426077299,5.152342,-8.288192809181651e-11,0.2101858390705504
MLTK,ENSG00000091436,42,False,42,0.01962963,98.44444444444444,53.0,True,0.06884540177744855,2.3285317760604154,1.14418,-7.604451379099744e-11,0.2010539462265426
OLA1,ENSG00000138430,370,False,370,0.17074074,86.29629629629629,461.0,True,0.5076553050610008,2.618090791310415,0.53423923,-4.5189268214852634e-11,0.5798095521312813
NFE2L2,ENSG00000116044,185,False,185,0.08888889,93.14814814814815,240.0,True,0.4518665960070085,5.829069220744727,4.6493545,2.9231807876482796e-10,0.43768250494017735
